"Rider","Pos","Country","Team","Stage","Start_Location","End_Location","Stage_Type","Stage_Distance","Time_total","Velocity_kmh","Velocity_mph","Classification"
"William Bonnet",153,"France","GROUPAMA - FDJ","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Senior"
"Remi CAVAGNA",154,"France","DECEUNINCK - QUICK - STEP","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Young"
"Pello Bilbao Lopez De Armentia",155,"Spain","BAHRAIN - MCLAREN","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Senior"
"Damiano Caruso",156,"Italy","BAHRAIN - MCLAREN","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Senior"
"Sonny Colbrelli",157,"Italy","BAHRAIN - MCLAREN","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Senior"
"Matej Mohoric",158,"Slovenia","BAHRAIN - MCLAREN","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Senior"
"David Gaudu",159,"France","GROUPAMA - FDJ","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Young"
"George Bennett",160,"New Zealand","TEAM JUMBO - VISMA","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Senior"
"Rafael VALLS FERRI",161,"Spain","BAHRAIN - MCLAREN","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.77305555555556,41.34579989693,25.6965816637228,"Senior"
"Luke Rowe",162,"England","INEOS GRENADIERS","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.83777777777778,40.6485234510712,25.2632215357807,"Senior"
"Ben HERMANS",163,"Belgium","ISRAEL START-UP NATION","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.84083333333333,40.6161857235843,25.2431235075104,"Senior"
"Sebastien Reichenbach",164,"Switzerland","GROUPAMA - FDJ","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.84388888888889,40.5838994074288,25.2230574315903,"Senior"
"Mathieu BURGAUDEAU",165,"France","TOTAL DIRECT ENERGIE","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.85388888888889,40.4785930517515,25.1576091061227,"Young"
"Lilian Calmejane",166,"France","TOTAL DIRECT ENERGIE","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.85388888888889,40.4785930517515,25.1576091061227,"Senior"
"Guy NIV",167,"Israel","ISRAEL START-UP NATION","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.86027777777778,40.4115996258185,25.115972421267,"Senior"
"Thomas De Gendt",168,"Belgium","LOTTO SOUDAL","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.9575,39.4188250157928,24.4989589905487,"Senior"
"Niccolo Bonifazio",169,"Italy","TOTAL DIRECT ENERGIE","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.9575,39.4188250157928,24.4989589905487,"Senior"
"Philippe Gilbert",170,"Belgium","LOTTO SOUDAL","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.9575,39.4188250157928,24.4989589905487,"Senior"
"Jerome Cousin",171,"France","TOTAL DIRECT ENERGIE","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.9575,39.4188250157928,24.4989589905487,"Senior"
"Nikias Arndt",172,"Germany","TEAM SUNWEB","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.9575,39.4188250157928,24.4989589905487,"Senior"
"Pavel SIVAKOV",173,"Russia","INEOS GRENADIERS","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.99083333333333,39.0895802881604,24.2943320622501,"Young"
"Steff CRAS",174,"Belgium","LOTTO SOUDAL","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.99083333333333,39.0895802881604,24.2943320622501,"Young"
"Kevin Ledanois",175,"France","TEAM ARKEA - SAMSIC","Stage 1","Nice Moyen Pays","Nice","FLAT",156,3.99083333333333,39.0895802881604,24.2943320622501,"Senior"
"Sam Bennett",1,"Ireland","DECEUNINCK - QUICK - STEP","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Caleb Ewan",2,"Australia","LOTTO SOUDAL","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Peter Sagan",3,"Slovakia","BORA - HANSGROHE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Elia Viviani",4,"Italy","COFIDIS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Mads PEDERSEN",5,"Denmark","TREK - SEGAFREDO","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Andre Greipel",6,"Germany","ISRAEL START-UP NATION","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Bryan Coquard",7,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Cees Bol",8,"Netherlands","TEAM SUNWEB","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Jasper Stuyven",9,"Belgium","TREK - SEGAFREDO","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Luka Mezgec",10,"Slovenia","MITCHELTON - SCOTT","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Michael Morkov",11,"Denmark","DECEUNINCK - QUICK - STEP","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Matteo Trentin",12,"Italy","CCC TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Hugo HOFSTETTER",13,"France","ISRAEL START-UP NATION","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Clement VENTURINI",14,"France","AG2R LA MONDIALE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Alexander Kristoff",15,"Norway","UAE TEAM EMIRATES","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Jose Rojas",16,"Spain","MOVISTAR TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Hugo Houle",17,"Canada","ASTANA PRO TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Edward Theuns",18,"Belgium","TREK - SEGAFREDO","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Maximilian WALSCHEID",19,"Germany","NTT PRO CYCLING TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Oliver Naesen",20,"Belgium","AG2R LA MONDIALE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Niccolo Bonifazio",21,"Italy","TOTAL DIRECT ENERGIE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Daryl Impey",22,"South Africa","MITCHELTON - SCOTT","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Ryan GIBBONS",23,"South Africa","NTT PRO CYCLING TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Kevin Reza",24,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Tadej POGACAR",25,"Slovenia","UAE TEAM EMIRATES","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Greg Van Avermaet",26,"Belgium","CCC TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Mikael Cherel",27,"France","AG2R LA MONDIALE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Tom Dumoulin",28,"Netherlands","TEAM JUMBO - VISMA","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Cyril BARTHE",29,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Jens Keukeleire",30,"Belgium","EF PRO CYCLING","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Nairo Quintana",31,"Colombia","TEAM ARKEA - SAMSIC","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Primoz Roglic",32,"Slovenia","TEAM JUMBO - VISMA","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Rigoberto Uran",33,"Colombia","EF PRO CYCLING","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Romain Bardet",34,"France","AG2R LA MONDIALE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Jens Debusschere",35,"Belgium","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Mikel Landa Meana",36,"Spain","BAHRAIN - MCLAREN","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Wout Van Aert",37,"Belgium","TEAM JUMBO - VISMA","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Michal Kwiatkowski",38,"Poland","INEOS GRENADIERS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Egan Bernal Gomez",39,"Colombia","INEOS GRENADIERS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Joris NIEUWENHUIS",40,"Netherlands","TEAM SUNWEB","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Pello Bilbao Lopez De Armentia",41,"Spain","BAHRAIN - MCLAREN","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Miguel Angel LOPEZ MORENO",42,"Colombia","ASTANA PRO TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Tim Declercq",43,"Belgium","DECEUNINCK - QUICK - STEP","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Adam Yates",44,"England","MITCHELTON - SCOTT","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Gorka Izaguirre Insausti",45,"Spain","ASTANA PRO TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Sergio Andres HIGUITA GARCIA",46,"Colombia","EF PRO CYCLING","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Guillaume Martin",47,"France","COFIDIS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Damiano Caruso",48,"Italy","BAHRAIN - MCLAREN","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Alejandro Valverde",49,"Spain","MOVISTAR TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Luis Leon Sanchez",50,"Spain","ASTANA PRO TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Imanol Erviti",51,"Spain","MOVISTAR TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Tom VAN ASBROECK",52,"Belgium","ISRAEL START-UP NATION","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Richie Porte",53,"Australia","TREK - SEGAFREDO","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Esteban CHAVES RUBIO",54,"Colombia","MITCHELTON - SCOTT","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Enric Mas Nicolau",55,"Spain","MOVISTAR TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Young"
"Bauke Mollema",56,"Netherlands","TREK - SEGAFREDO","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Vegard Stake Laengen",57,"Norway","UAE TEAM EMIRATES","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Marc Soler",58,"Spain","MOVISTAR TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Stefan Kung",59,"Switzerland","GROUPAMA - FDJ","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Richard CARAPAZ",60,"Ecuador","INEOS GRENADIERS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Nelson Oliveira",61,"Portugal","MOVISTAR TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Nikias Arndt",62,"Germany","TEAM SUNWEB","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Simone CONSONNI",63,"Italy","COFIDIS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Frederik FRISON",64,"Belgium","LOTTO SOUDAL","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Daniel Oss",65,"Italy","BORA - HANSGROHE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Soren Kragh Andersen",66,"Denmark","TEAM SUNWEB","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.58944444444444,46.943197647423,29.1753869778887,"Senior"
"Christophe Laporte",67,"France","COFIDIS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.59611111111111,46.8561717905144,29.1213000562551,"Senior"
"Luke Rowe",68,"England","INEOS GRENADIERS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.59666666666667,46.8489341983318,29.1168018634753,"Senior"
"Michael Gogl",69,"Austria","NTT PRO CYCLING TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.59666666666667,46.8489341983318,29.1168018634753,"Senior"
"Roger Kluge",70,"Germany","LOTTO SOUDAL","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.59833333333333,46.8272348309402,29.1033156189809,"Senior"
"Amund Grondahl Jansen",71,"Norway","TEAM JUMBO - VISMA","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60222222222222,46.7766810610734,29.0718962467827,"Senior"
"Lukas Postlberger",72,"Austria","BORA - HANSGROHE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60222222222222,46.7766810610734,29.0718962467827,"Senior"
"Felix GROSSSCHARTNER",73,"Austria","BORA - HANSGROHE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60222222222222,46.7766810610734,29.0718962467827,"Senior"
"Sepp KUSS",74,"United States","TEAM JUMBO - VISMA","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60222222222222,46.7766810610734,29.0718962467827,"Senior"
"Jack Bauer",75,"New Zealand","MITCHELTON - SCOTT","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60222222222222,46.7766810610734,29.0718962467827,"Senior"
"George Bennett",76,"New Zealand","TEAM JUMBO - VISMA","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60222222222222,46.7766810610734,29.0718962467827,"Senior"
"Kasper Asgreen",77,"Denmark","DECEUNINCK - QUICK - STEP","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60222222222222,46.7766810610734,29.0718962467827,"Young"
"Matej Mohoric",78,"Slovenia","BAHRAIN - MCLAREN","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60305555555556,46.765862308226,29.0651723481827,"Senior"
"Tiesj Benoot",79,"Belgium","TEAM SUNWEB","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60833333333333,46.6974595842956,29.0226597789283,"Senior"
"Casper Phillip PEDERSEN",80,"Denmark","TEAM SUNWEB","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60833333333333,46.6974595842956,29.0226597789283,"Young"
"Marc HIRSCHI",81,"Switzerland","TEAM SUNWEB","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60972222222222,46.6794921123509,29.0114929225301,"Young"
"Michael HUNDAHL",82,"Denmark","NTT PRO CYCLING TEAM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.60972222222222,46.6794921123509,29.0114929225301,"Senior"
"Anthony Turgis",83,"France","TOTAL DIRECT ENERGIE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.61166666666667,46.6543608675588,28.9958737523672,"Senior"
"Nicolas Edet",84,"France","COFIDIS","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.67972222222222,45.7914999622556,28.4596022139563,"Senior"
"Quentin PACHER",85,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.67972222222222,45.7914999622556,28.4596022139563,"Senior"
"Remi CAVAGNA",86,"France","DECEUNINCK - QUICK - STEP","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.67972222222222,45.7914999622556,28.4596022139563,"Young"
"Kenny ELISSONDE",87,"France","TREK - SEGAFREDO","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.67972222222222,45.7914999622556,28.4596022139563,"Senior"
"Geoffrey Soupe",88,"France","TOTAL DIRECT ENERGIE","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.67972222222222,45.7914999622556,28.4596022139563,"Senior"
"Thomas De Gendt",89,"Belgium","LOTTO SOUDAL","Stage 10","Ile D Oleron Le Chateau-D Oleron","Ile De Re Saitn-Martin-De-Re","FLAT",168.5,3.67972222222222,45.7914999622556,28.4596022139563,"Senior"
